epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,14956.9,0.75185,0.88946,1.1021,0.88257,0.7865,0.86926,0.76453,0.43089,0.64834,0.78984,0.000593932,0.000593932,0.000593932
179,15041.4,0.74773,0.89046,1.10398,0.87267,0.79281,0.86917,0.76472,0.43043,0.64724,0.78971,0.000590105,0.000590105,0.000590105
180,15125.3,0.74403,0.88257,1.10049,0.87831,0.79139,0.86936,0.76513,0.43028,0.64644,0.78975,0.000586272,0.000586272,0.000586272
181,15209.1,0.75117,0.89479,1.10469,0.87854,0.79177,0.87036,0.76507,0.42981,0.64459,0.78963,0.000582435,0.000582435,0.000582435
182,15293.9,0.74946,0.89687,1.10691,0.87458,0.79565,0.86995,0.76558,0.42948,0.64509,0.78953,0.000578593,0.000578593,0.000578593
183,15379.7,0.74668,0.87439,1.09913,0.87174,0.79861,0.86976,0.76552,0.42879,0.64561,0.78942,0.000574746,0.000574746,0.000574746
184,15463.6,0.74856,0.87962,1.10452,0.87439,0.79436,0.86976,0.76568,0.42845,0.6451,0.78925,0.000570895,0.000570895,0.000570895
185,15548.8,0.7473,0.88504,1.10288,0.87204,0.79666,0.86993,0.7658,0.42835,0.64414,0.78925,0.00056704,0.00056704,0.00056704
186,15633.1,0.74538,0.88103,1.09795,0.87156,0.79545,0.86981,0.7659,0.42839,0.64424,0.7893,0.000563181,0.000563181,0.000563181
187,15717.3,0.74053,0.87528,1.09736,0.87478,0.79483,0.86977,0.76606,0.42823,0.6424,0.78936,0.000559318,0.000559318,0.000559318
188,15801.3,0.73222,0.86402,1.09392,0.87528,0.79597,0.86972,0.76626,0.42793,0.64219,0.78932,0.000555453,0.000555453,0.000555453
189,15884.8,0.73505,0.85838,1.09396,0.87685,0.79549,0.86967,0.76637,0.42753,0.64182,0.78905,0.000551584,0.000551584,0.000551584
190,15969.3,0.74766,0.87342,1.09871,0.87737,0.79554,0.86974,0.76628,0.42757,0.63995,0.78912,0.000547712,0.000547712,0.000547712
191,16053.3,0.73257,0.85576,1.09517,0.87976,0.79659,0.87,0.76695,0.42732,0.64065,0.78916,0.000543837,0.000543837,0.000543837
192,16137.1,0.73864,0.85278,1.0961,0.87663,0.79654,0.86985,0.76733,0.42733,0.64145,0.78932,0.00053996,0.00053996,0.00053996
193,16221.7,0.7405,0.85949,1.09891,0.87224,0.80265,0.86987,0.76749,0.42726,0.64177,0.78942,0.000536081,0.000536081,0.000536081
194,16306.2,0.72468,0.85604,1.08923,0.87635,0.79804,0.86962,0.7673,0.42732,0.64136,0.78963,0.0005322,0.0005322,0.0005322
195,16389.8,0.73366,0.85311,1.09652,0.87386,0.80047,0.86942,0.76661,0.42693,0.64134,0.78929,0.000528318,0.000528318,0.000528318
196,16474.9,0.73882,0.86421,1.10112,0.87235,0.80251,0.86939,0.76685,0.42711,0.64194,0.78962,0.000524434,0.000524434,0.000524434
197,16559,0.73537,0.8616,1.09696,0.87691,0.79692,0.86947,0.76716,0.42671,0.64226,0.7893,0.000520548,0.000520548,0.000520548
198,16642.8,0.73173,0.84962,1.09476,0.87989,0.79483,0.86932,0.76749,0.42667,0.63983,0.78936,0.000516662,0.000516662,0.000516662
199,16728.2,0.73185,0.8557,1.09288,0.88165,0.79354,0.86866,0.76657,0.4266,0.63839,0.7894,0.000512775,0.000512775,0.000512775
200,16812,0.72734,0.85646,1.09479,0.88212,0.7922,0.86861,0.76677,0.42658,0.63854,0.7897,0.000508888,0.000508888,0.000508888
201,16896.2,0.72331,0.83599,1.08495,0.88276,0.7913,0.86852,0.76762,0.42642,0.63735,0.78968,0.000505,0.000505,0.000505
202,16980.6,0.72771,0.84118,1.09001,0.88259,0.79122,0.86879,0.76713,0.42616,0.63778,0.78957,0.000501112,0.000501112,0.000501112
203,17064.3,0.72111,0.84064,1.08914,0.88473,0.79045,0.86884,0.76797,0.42629,0.63733,0.7899,0.000497225,0.000497225,0.000497225
204,17148.3,0.72738,0.83962,1.09023,0.8822,0.79191,0.86883,0.76765,0.42648,0.63465,0.79102,0.000493338,0.000493338,0.000493338
205,17232.1,0.71787,0.83505,1.08871,0.87919,0.79336,0.86898,0.7678,0.42642,0.63198,0.79114,0.000489452,0.000489452,0.000489452
206,17316,0.7281,0.84026,1.09232,0.87586,0.79534,0.86882,0.76764,0.42578,0.62973,0.78995,0.000485566,0.000485566,0.000485566
207,17399.8,0.71776,0.83705,1.08747,0.87443,0.79442,0.86892,0.76772,0.4262,0.62874,0.79117,0.000481682,0.000481682,0.000481682
208,17484.2,0.71831,0.82636,1.0894,0.87217,0.80129,0.86971,0.76775,0.42614,0.62532,0.79121,0.0004778,0.0004778,0.0004778
209,17568,0.72119,0.84242,1.0892,0.8771,0.79427,0.87013,0.76841,0.426,0.62458,0.79132,0.000473919,0.000473919,0.000473919
210,17651.5,0.72121,0.83274,1.09036,0.86693,0.80449,0.87015,0.76855,0.42578,0.62278,0.79125,0.00047004,0.00047004,0.00047004
211,17735.8,0.72133,0.8437,1.09128,0.85861,0.80972,0.86935,0.76893,0.42552,0.61952,0.79117,0.000466163,0.000466163,0.000466163
212,17820,0.71363,0.82829,1.08391,0.8433,0.82401,0.86951,0.7696,0.42533,0.61722,0.79127,0.000462288,0.000462288,0.000462288
213,17903.6,0.7102,0.81958,1.08435,0.8567,0.81079,0.86941,0.76933,0.42501,0.61312,0.79116,0.000458416,0.000458416,0.000458416
214,17987.5,0.71757,0.82513,1.08865,0.85375,0.81127,0.86957,0.7698,0.425,0.61261,0.79129,0.000454547,0.000454547,0.000454547
215,18072.3,0.71371,0.81676,1.08627,0.87491,0.79505,0.8697,0.76992,0.42487,0.61177,0.79126,0.000450682,0.000450682,0.000450682
216,18155.9,0.71132,0.80755,1.08325,0.87553,0.7953,0.8695,0.76961,0.42471,0.60983,0.79124,0.000446819,0.000446819,0.000446819
217,18239.4,0.70605,0.80466,1.08066,0.84204,0.82434,0.86956,0.76971,0.42457,0.60783,0.79125,0.00044296,0.00044296,0.00044296
218,18322.8,0.71569,0.82377,1.08688,0.8746,0.79913,0.86944,0.76998,0.42467,0.60533,0.79137,0.000439105,0.000439105,0.000439105
219,18406.6,0.71173,0.81424,1.08449,0.86398,0.80683,0.86933,0.76925,0.42448,0.60209,0.7913,0.000435254,0.000435254,0.000435254
220,18490.3,0.71139,0.81472,1.08286,0.8663,0.80599,0.8696,0.76979,0.42411,0.59924,0.79109,0.000431407,0.000431407,0.000431407
221,18574.3,0.70497,0.80417,1.07986,0.86464,0.80893,0.86967,0.76964,0.42397,0.59755,0.79096,0.000427565,0.000427565,0.000427565
222,18657.9,0.69894,0.79508,1.07722,0.86399,0.80767,0.86997,0.76977,0.42397,0.59572,0.791,0.000423728,0.000423728,0.000423728
223,18741.6,0.70999,0.80499,1.08313,0.86427,0.80683,0.87001,0.76972,0.42358,0.59424,0.79082,0.000419895,0.000419895,0.000419895
224,18825.3,0.71216,0.81403,1.08762,0.8651,0.80608,0.87037,0.77006,0.42362,0.59329,0.79089,0.000416068,0.000416068,0.000416068
225,18909.3,0.71113,0.81555,1.08548,0.86988,0.80308,0.87074,0.77025,0.4235,0.59179,0.79126,0.000412246,0.000412246,0.000412246
226,18993.1,0.70588,0.80258,1.08144,0.87109,0.80293,0.87031,0.77023,0.42317,0.59192,0.7911,0.00040843,0.00040843,0.00040843
227,19076.7,0.70474,0.80597,1.07884,0.86792,0.80626,0.87035,0.77007,0.42313,0.59156,0.79132,0.00040462,0.00040462,0.00040462
228,19161.7,0.70735,0.81559,1.08155,0.86691,0.80748,0.8705,0.77032,0.42296,0.59247,0.79129,0.000400816,0.000400816,0.000400816
229,19245.6,0.7057,0.79901,1.07979,0.86802,0.80754,0.87039,0.77024,0.42242,0.59143,0.79038,0.000397019,0.000397019,0.000397019
230,19329.2,0.69772,0.79203,1.07969,0.86871,0.80625,0.86993,0.76946,0.4223,0.59101,0.79052,0.000393228,0.000393228,0.000393228
231,19412.9,0.70326,0.79717,1.07975,0.86796,0.80593,0.86973,0.76963,0.42215,0.58909,0.79061,0.000389445,0.000389445,0.000389445
232,19496.7,0.70271,0.7947,1.08027,0.86877,0.80443,0.86946,0.76947,0.42222,0.58861,0.79085,0.000385668,0.000385668,0.000385668
233,19580.1,0.69786,0.79281,1.07702,0.86817,0.80637,0.8694,0.7693,0.42217,0.58753,0.79091,0.000381899,0.000381899,0.000381899
234,19663.5,0.69654,0.78494,1.07758,0.86777,0.80681,0.86938,0.76941,0.42217,0.58747,0.79114,0.000378137,0.000378137,0.000378137
235,19747.3,0.70159,0.78398,1.08022,0.86849,0.80697,0.86936,0.76916,0.42191,0.58658,0.79135,0.000374383,0.000374383,0.000374383
236,19832,0.6992,0.79191,1.08075,0.86877,0.80671,0.86875,0.76961,0.42156,0.58688,0.79142,0.000370637,0.000370637,0.000370637
237,19916.1,0.69188,0.78278,1.07329,0.87214,0.80444,0.86854,0.76953,0.42127,0.58718,0.79146,0.000366899,0.000366899,0.000366899
238,20000.2,0.69657,0.78933,1.07486,0.86652,0.80878,0.87009,0.77005,0.42152,0.58659,0.79261,0.00036317,0.00036317,0.00036317
239,20084,0.69583,0.78511,1.07874,0.86369,0.80866,0.86895,0.77017,0.42132,0.58597,0.79272,0.00035945,0.00035945,0.00035945
240,20167.8,0.6863,0.76786,1.06983,0.86248,0.80998,0.86874,0.7698,0.42132,0.58621,0.79282,0.000355739,0.000355739,0.000355739
241,20251.6,0.69154,0.78164,1.07277,0.86379,0.81014,0.86881,0.76985,0.42081,0.58778,0.79227,0.000352037,0.000352037,0.000352037
242,20335.6,0.69499,0.7896,1.07659,0.86246,0.81279,0.87015,0.77057,0.4206,0.5857,0.79228,0.000348344,0.000348344,0.000348344
243,20421.8,0.69052,0.77688,1.07724,0.86002,0.81503,0.86921,0.77027,0.42045,0.58574,0.79243,0.000344661,0.000344661,0.000344661
244,20506.7,0.68369,0.77609,1.07231,0.8607,0.81395,0.86912,0.77043,0.42029,0.58521,0.79264,0.000340988,0.000340988,0.000340988
245,20590.7,0.68652,0.78227,1.07387,0.85946,0.81627,0.86983,0.77062,0.42033,0.58347,0.79298,0.000337325,0.000337325,0.000337325
246,20674.9,0.685,0.77264,1.07008,0.86066,0.81564,0.86998,0.77088,0.42045,0.58284,0.79317,0.000333672,0.000333672,0.000333672
247,20758.8,0.69021,0.77214,1.07731,0.86107,0.81452,0.8683,0.77057,0.42063,0.58223,0.79333,0.00033003,0.00033003,0.00033003
248,20842.8,0.6891,0.77594,1.07389,0.86312,0.81225,0.86869,0.76984,0.42012,0.58069,0.79309,0.000326399,0.000326399,0.000326399
249,20926.9,0.68172,0.76195,1.07131,0.86445,0.8145,0.86969,0.77028,0.42008,0.57828,0.79319,0.000322778,0.000322778,0.000322778
250,21010.3,0.68806,0.77285,1.07387,0.86384,0.81552,0.86968,0.77009,0.42003,0.57739,0.7932,0.000319169,0.000319169,0.000319169
251,21094.3,0.69017,0.77081,1.07551,0.86381,0.81737,0.86982,0.76976,0.4203,0.57717,0.79358,0.000315572,0.000315572,0.000315572
252,21177.9,0.68049,0.76952,1.07287,0.85502,0.82021,0.86954,0.76955,0.41997,0.57714,0.7935,0.000311986,0.000311986,0.000311986
253,21263.2,0.68108,0.76518,1.06888,0.86393,0.81553,0.86848,0.76967,0.41971,0.57743,0.79349,0.000308412,0.000308412,0.000308412
254,21346.5,0.68068,0.7652,1.07383,0.85902,0.81794,0.86845,0.76967,0.41984,0.57612,0.79391,0.00030485,0.00030485,0.00030485
255,21430,0.68651,0.76942,1.07347,0.86166,0.81625,0.86824,0.7699,0.41959,0.57627,0.79398,0.0003013,0.0003013,0.0003013
256,21513.7,0.68167,0.74933,1.07085,0.86729,0.80957,0.86808,0.76963,0.4194,0.57419,0.79401,0.000297763,0.000297763,0.000297763
257,21597.8,0.68476,0.76962,1.07115,0.86627,0.81065,0.86827,0.76977,0.41943,0.57275,0.79419,0.000294239,0.000294239,0.000294239
258,21682.8,0.68636,0.76416,1.07749,0.8605,0.81585,0.86882,0.76974,0.41928,0.57107,0.79438,0.000290728,0.000290728,0.000290728
259,21767.3,0.68065,0.75976,1.06962,0.86114,0.81466,0.86877,0.76989,0.41938,0.57086,0.79457,0.00028723,0.00028723,0.00028723
260,21851.2,0.6795,0.76824,1.07127,0.87964,0.79864,0.86869,0.76907,0.4192,0.5682,0.7946,0.000283746,0.000283746,0.000283746
261,21935,0.68168,0.75267,1.06813,0.88006,0.79899,0.8688,0.76971,0.41937,0.56627,0.79475,0.000280275,0.000280275,0.000280275
262,22019.2,0.67998,0.7518,1.07147,0.8798,0.79873,0.86869,0.76991,0.41924,0.56593,0.79476,0.000276818,0.000276818,0.000276818
263,22104.3,0.67453,0.75471,1.06946,0.87643,0.80152,0.86847,0.76986,0.41922,0.56563,0.7949,0.000273375,0.000273375,0.000273375
264,22188.3,0.68251,0.75927,1.07053,0.87524,0.80282,0.86837,0.77003,0.41901,0.56551,0.79494,0.000269946,0.000269946,0.000269946
265,22272.2,0.67612,0.75202,1.0689,0.87624,0.80295,0.86848,0.76977,0.41886,0.56614,0.79504,0.000266532,0.000266532,0.000266532
266,22355.6,0.67367,0.74149,1.06418,0.87776,0.80186,0.86832,0.76972,0.41871,0.56575,0.79511,0.000263132,0.000263132,0.000263132
267,22439.4,0.67904,0.7546,1.06935,0.87692,0.80167,0.86841,0.77008,0.41845,0.56498,0.79526,0.000259748,0.000259748,0.000259748
268,22522.8,0.67781,0.74054,1.0688,0.87845,0.79899,0.86833,0.77015,0.41828,0.5646,0.7954,0.000256379,0.000256379,0.000256379
269,22606.7,0.6746,0.74346,1.06845,0.882,0.79818,0.86819,0.76984,0.41838,0.56473,0.7957,0.000253024,0.000253024,0.000253024
270,22690.6,0.66875,0.75191,1.06298,0.88408,0.79861,0.86842,0.76978,0.41824,0.56337,0.79578,0.000249686,0.000249686,0.000249686
271,22773.9,0.67545,0.73981,1.06657,0.88617,0.79755,0.86851,0.77002,0.4183,0.56334,0.79639,0.000246363,0.000246363,0.000246363
272,22857.6,0.66531,0.73656,1.06135,0.88755,0.79731,0.86835,0.77,0.41795,0.56279,0.79609,0.000243056,0.000243056,0.000243056
273,22942.6,0.67305,0.75464,1.06903,0.88676,0.79826,0.86862,0.77029,0.41791,0.56238,0.79623,0.000239766,0.000239766,0.000239766
274,23026.6,0.67011,0.73785,1.06219,0.8817,0.80041,0.86881,0.77011,0.41771,0.56178,0.79626,0.000236491,0.000236491,0.000236491
275,23110.7,0.66579,0.73709,1.06273,0.88514,0.7984,0.86832,0.76966,0.41773,0.56257,0.79652,0.000233234,0.000233234,0.000233234
276,23195,0.67903,0.75759,1.07072,0.88276,0.79918,0.86783,0.77016,0.41755,0.56294,0.79663,0.000229993,0.000229993,0.000229993
