epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,26580.7,0.69267,0.81385,1.09708,0.88479,0.81006,0.88285,0.79785,0.37176,0.53071,0.76764,0.000590105,0.000590105,0.000590105
180,26728.4,0.68904,0.80846,1.09687,0.88487,0.81055,0.88309,0.79808,0.37128,0.52546,0.76752,0.000586272,0.000586272,0.000586272
181,26876.5,0.69924,0.81612,1.10255,0.88487,0.8111,0.88271,0.79757,0.37087,0.52127,0.76729,0.000582435,0.000582435,0.000582435
182,27024.3,0.69595,0.81136,1.10119,0.89017,0.80659,0.88276,0.79814,0.37048,0.51506,0.76713,0.000578593,0.000578593,0.000578593
183,27172.2,0.69155,0.8024,1.09392,0.88939,0.80819,0.88285,0.79816,0.37039,0.51288,0.76719,0.000574746,0.000574746,0.000574746
184,27319.9,0.68983,0.80497,1.0985,0.8883,0.80955,0.88275,0.79759,0.3704,0.50988,0.76716,0.000570895,0.000570895,0.000570895
185,27467.7,0.69285,0.80737,1.09921,0.88632,0.81141,0.88268,0.79761,0.37016,0.50596,0.76703,0.00056704,0.00056704,0.00056704
186,27614.9,0.69417,0.80973,1.10029,0.88682,0.8123,0.88341,0.79781,0.37031,0.50211,0.76727,0.000563181,0.000563181,0.000563181
187,27762.7,0.68309,0.79852,1.09217,0.88699,0.81283,0.88337,0.79852,0.37007,0.50036,0.76704,0.000559318,0.000559318,0.000559318
188,27910.1,0.67657,0.78628,1.09085,0.88723,0.81248,0.88359,0.79858,0.36974,0.49844,0.76692,0.000555453,0.000555453,0.000555453
189,28058.1,0.67983,0.78224,1.09068,0.88852,0.8134,0.88387,0.79892,0.36968,0.49621,0.76685,0.000551584,0.000551584,0.000551584
190,28206.3,0.69004,0.79724,1.0949,0.89057,0.81318,0.88412,0.79899,0.36966,0.49503,0.76692,0.000547712,0.000547712,0.000547712
191,28354,0.67548,0.78335,1.09115,0.89005,0.81476,0.88389,0.79885,0.36954,0.49276,0.76702,0.000543837,0.000543837,0.000543837
192,28502,0.6805,0.78029,1.09013,0.89218,0.81225,0.88398,0.79914,0.36903,0.49209,0.76695,0.00053996,0.00053996,0.00053996
193,28649.9,0.68288,0.78373,1.09593,0.89376,0.8112,0.8841,0.79937,0.3688,0.49031,0.76707,0.000536081,0.000536081,0.000536081
194,28798.5,0.67258,0.77484,1.08774,0.8964,0.80929,0.884,0.799,0.36847,0.48833,0.76711,0.0005322,0.0005322,0.0005322
195,28946.3,0.67967,0.7827,1.09025,0.89638,0.8097,0.88367,0.79922,0.36844,0.48756,0.76725,0.000528318,0.000528318,0.000528318
196,29095.3,0.6874,0.78556,1.09608,0.89598,0.80907,0.88389,0.79984,0.36851,0.48633,0.76741,0.000524434,0.000524434,0.000524434
197,29242.9,0.68213,0.78609,1.0926,0.89652,0.80846,0.88389,0.79969,0.36864,0.48405,0.76757,0.000520548,0.000520548,0.000520548
198,29391.3,0.67717,0.77705,1.08983,0.89662,0.80941,0.88382,0.7996,0.36858,0.48316,0.76746,0.000516662,0.000516662,0.000516662
199,29539.2,0.67438,0.77708,1.08533,0.88626,0.81929,0.88388,0.7996,0.36884,0.48223,0.76775,0.000512775,0.000512775,0.000512775
200,29686.7,0.66865,0.77114,1.08521,0.8862,0.81908,0.88409,0.79961,0.36871,0.48282,0.76764,0.000508888,0.000508888,0.000508888
201,29835.6,0.66888,0.75677,1.08052,0.88721,0.81952,0.88433,0.79959,0.36843,0.48207,0.7676,0.000505,0.000505,0.000505
202,29983.4,0.67223,0.76929,1.08579,0.89619,0.81334,0.88448,0.80007,0.36823,0.4809,0.76773,0.000501112,0.000501112,0.000501112
203,30130.9,0.6661,0.76458,1.08195,0.89615,0.81407,0.88466,0.80024,0.36813,0.47977,0.76787,0.000497225,0.000497225,0.000497225
204,30278.7,0.66891,0.75953,1.08245,0.89166,0.81871,0.88474,0.80016,0.36773,0.47829,0.7677,0.000493338,0.000493338,0.000493338
205,30426.3,0.66482,0.75909,1.08339,0.89125,0.82021,0.88477,0.79995,0.36767,0.47779,0.76762,0.000489452,0.000489452,0.000489452
206,30576.1,0.67009,0.76408,1.08401,0.88003,0.82735,0.88441,0.79968,0.36784,0.4751,0.76812,0.000485566,0.000485566,0.000485566
207,30723.7,0.66178,0.75039,1.08235,0.87974,0.82775,0.8841,0.79985,0.36767,0.47374,0.76815,0.000481682,0.000481682,0.000481682
208,30871,0.66177,0.75232,1.08482,0.88049,0.82765,0.88407,0.7999,0.36754,0.47215,0.76839,0.0004778,0.0004778,0.0004778
209,31018.5,0.66688,0.76282,1.08393,0.88015,0.82718,0.88448,0.80006,0.36726,0.47078,0.76853,0.000473919,0.000473919,0.000473919
210,31165.7,0.67034,0.75642,1.08902,0.88122,0.82548,0.88445,0.80038,0.36723,0.47067,0.76865,0.00047004,0.00047004,0.00047004
211,31314.5,0.66985,0.76774,1.08872,0.88205,0.8251,0.88423,0.80023,0.36739,0.47032,0.76901,0.000466163,0.000466163,0.000466163
212,31463.4,0.65862,0.74616,1.07725,0.88303,0.82454,0.88449,0.80061,0.36737,0.46909,0.76914,0.000462288,0.000462288,0.000462288
213,31612.6,0.6557,0.74345,1.07701,0.88492,0.82273,0.88417,0.80072,0.36751,0.46773,0.76943,0.000458416,0.000458416,0.000458416
214,31760.3,0.66367,0.75011,1.08259,0.8841,0.82267,0.88402,0.79991,0.36779,0.46664,0.76971,0.000454547,0.000454547,0.000454547
215,31908.6,0.66075,0.74293,1.081,0.88587,0.82113,0.88378,0.80027,0.36798,0.46507,0.77013,0.000450682,0.000450682,0.000450682
216,32056.4,0.65458,0.73448,1.07521,0.88555,0.82048,0.88369,0.79978,0.36841,0.46478,0.77068,0.000446819,0.000446819,0.000446819
217,32203.6,0.65295,0.72746,1.07416,0.88775,0.81915,0.88362,0.8001,0.36868,0.4643,0.77103,0.00044296,0.00044296,0.00044296
218,32351.5,0.66013,0.74679,1.08017,0.8886,0.81858,0.88359,0.8004,0.36864,0.46398,0.77101,0.000439105,0.000439105,0.000439105
219,32499.2,0.65783,0.74,1.07867,0.88997,0.81904,0.88368,0.79992,0.36896,0.46251,0.77138,0.000435254,0.000435254,0.000435254
220,32646.6,0.65443,0.7388,1.07818,0.88961,0.81919,0.88332,0.79954,0.3692,0.46152,0.77192,0.000431407,0.000431407,0.000431407
221,32795.5,0.64898,0.72866,1.07498,0.88821,0.82022,0.88334,0.79923,0.36918,0.46081,0.77198,0.000427565,0.000427565,0.000427565
222,32943.8,0.64546,0.72216,1.07251,0.89174,0.81876,0.88322,0.799,0.3692,0.4594,0.77236,0.000423728,0.000423728,0.000423728
223,33092.5,0.65626,0.73429,1.07648,0.8941,0.81818,0.88299,0.79874,0.36928,0.45836,0.77266,0.000419895,0.000419895,0.000419895
224,33240.2,0.65351,0.73654,1.07863,0.89242,0.81912,0.88268,0.79846,0.36907,0.45725,0.77271,0.000416068,0.000416068,0.000416068
225,33387.4,0.66066,0.73397,1.07987,0.89331,0.81861,0.88267,0.79843,0.36873,0.45643,0.77248,0.000412246,0.000412246,0.000412246
226,33534.4,0.65154,0.71992,1.07496,0.89337,0.8185,0.88288,0.79858,0.36871,0.45611,0.77278,0.00040843,0.00040843,0.00040843
227,33681.8,0.65177,0.72265,1.07431,0.89376,0.81797,0.88266,0.79786,0.36865,0.45532,0.77308,0.00040462,0.00040462,0.00040462
228,33828.9,0.65143,0.73053,1.07454,0.89657,0.81584,0.88264,0.79843,0.36875,0.45467,0.77343,0.000400816,0.000400816,0.000400816
229,33976,0.65185,0.72102,1.07306,0.89789,0.81444,0.88293,0.79857,0.36888,0.45419,0.77369,0.000397019,0.000397019,0.000397019
230,34123.4,0.6437,0.71265,1.07326,0.89828,0.81381,0.88285,0.798,0.36902,0.45385,0.77388,0.000393228,0.000393228,0.000393228
231,34270.8,0.65037,0.72605,1.07328,0.8994,0.81323,0.88301,0.79837,0.36898,0.45357,0.77412,0.000389445,0.000389445,0.000389445
232,34419.2,0.64614,0.71667,1.07042,0.8986,0.81459,0.88291,0.7984,0.36904,0.45392,0.77443,0.000385668,0.000385668,0.000385668
233,34566.8,0.64471,0.7128,1.07118,0.89786,0.81501,0.88295,0.7984,0.36878,0.45259,0.77465,0.000381899,0.000381899,0.000381899
234,34714.6,0.6424,0.70957,1.07009,0.89647,0.81666,0.88315,0.79872,0.36886,0.45139,0.77512,0.000378137,0.000378137,0.000378137
235,34862.6,0.64462,0.70527,1.07153,0.89699,0.81682,0.88323,0.79872,0.36879,0.45088,0.7752,0.000374383,0.000374383,0.000374383
236,35010.5,0.64516,0.71097,1.0724,0.89493,0.81804,0.88326,0.79878,0.36852,0.45002,0.77527,0.000370637,0.000370637,0.000370637
237,35158.1,0.64011,0.70842,1.0683,0.89555,0.81828,0.88315,0.79885,0.36824,0.44855,0.77529,0.000366899,0.000366899,0.000366899
238,35306.9,0.64337,0.71183,1.06969,0.89386,0.8176,0.88298,0.79825,0.36806,0.44764,0.77541,0.00036317,0.00036317,0.00036317
239,35456,0.63958,0.70978,1.07241,0.89267,0.81968,0.88257,0.79808,0.36762,0.44762,0.77512,0.00035945,0.00035945,0.00035945
240,35604.4,0.63158,0.69552,1.064,0.89219,0.81971,0.88249,0.79831,0.36754,0.44732,0.77527,0.000355739,0.000355739,0.000355739
241,35752.2,0.63519,0.70592,1.06508,0.89212,0.81931,0.88231,0.79817,0.36733,0.44697,0.77521,0.000352037,0.000352037,0.000352037
242,35899.7,0.63992,0.70966,1.07071,0.89394,0.8188,0.88232,0.79777,0.36715,0.44693,0.77528,0.000348344,0.000348344,0.000348344
243,36048.8,0.63751,0.70306,1.07039,0.89297,0.81963,0.88228,0.79786,0.36685,0.44671,0.77533,0.000344661,0.000344661,0.000344661
